Target,Planet Name,TSM,ESM (5um),Mass (M_J),Mass (M_E),Radius (R_J),Radius (R_E),T_eq,Star SpT,Star Vmag,Event,Mode,Status,Category,Program,PI Name
WOLF-437,GJ 486 b,0.0,0.0,0.00872,2.77,0.115,1.289,696.0,M3.5 V,11.39,Transit,NIRISS.SOSS,Implementation,GO,5866,MacDonald
WOLF-437,GJ 486 b,0.0,0.0,0.00872,2.77,0.115,1.289,696.0,M3.5 V,11.39,Transit,NIRISS.SOSS,Implementation,GO,5866,MacDonald
WOLF-437,GJ 486 b,0.025,0.0,0.00872,2.77,0.115,1.289,696.0,M3.5 V,11.39,Transit,NIRISS.SOSS,Implementation,GO,5866,MacDonald
V-V1298-Tau,V1298 Tau e,0.021,0.013,1.01,321.00669,0.89,9.976,492.0,K1,10.115,PhaseC,NIRSPEC.BOTS+G395H,Implementation,GO,5882,Dai
TOI-4010,TOI-4010 d,0.083,0.015,0.12003,38.15,0.551,6.18,650.0,K V,12.291,Transit,NIRSPEC.BOTS+PRISM,FlightReady,GO,5894,Kunimoto
TOI-4010,TOI-4010 d,0.0,0.0,0.12003,38.15,0.551,6.18,650.0,K V,12.291,Transit,NIRSPEC.BOTS+PRISM,FlightReady,GO,5894,Kunimoto
TOI-4010,TOI-4010 d,0.0,0.0,0.12003,38.15,0.551,6.18,650.0,K V,12.291,Transit,NIRSPEC.BOTS+PRISM,Archived,GO,5894,Kunimoto
HAT-P-11,-,-,-,-,-,-,-,-,-,-,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
WASP-69,WASP-69 b,0.0,0.0,0.29,92.1707,1.11,12.442,963.0,K5,9.873,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
WASP-80,-,-,-,-,-,-,-,-,-,-,Transit,NIRISS.SOSS,Archived,GO,5924,Sing
WASP-94A,WASP-94 A b,0.0,0.0,0.5,158.915,1.58,17.71,1604.0,F8,10.051,Transit,NIRISS.SOSS,Archived,GO,5924,Sing
NGTS-2,NGTS-2 b,0.0,0.0,0.74,235.1942,1.595,17.878,1468.0,F5 V,10.789,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
HAT-P-30,HAT-P-30 b,0.0,0.0,0.83,263.7989,1.44,16.141,1630.0,F7,10.352,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
KELT-7,KELT-7 b,0.0,0.0,1.39,441.7837,1.6,17.934,2048.0,F,8.56,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
HAT-P-1,HAT-P-1 b,0.0,0.0,0.525,166.86075,1.319,14.785,1322.0,G0 V,9.827,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5924,Sing
WASP-63,WASP-63 b,0.087,0.247,0.37,117.5971,1.41,15.805,1470.0,nan,11.155,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5924,Sing
HATS-72,-,-,-,-,-,-,-,-,-,-,Transit,NIRSPEC.BOTS+PRISM,Implementation,GO,5924,Sing
WASP-6,WASP-6 b,0.59,0.744,0.37,117.5971,1.03,11.545,1184.0,nan,11.907,Transit,NIRSPEC.BOTS+PRISM,Implementation,GO,5924,Sing
WASP-19,WASP-19 b,0.213,0.008,1.154,366.77398,1.415,15.861,2113.0,G8 V,12.248,Transit,NIRSPEC.BOTS+PRISM,Implementation,GO,5924,Sing
WASP-12,WASP-12 b,0.213,0.008,1.465,465.62095,1.937,21.712,2593.0,nan,11.569,Transit,NIRSPEC.BOTS+PRISM,Implementation,GO,5924,Sing
WASP-76,WASP-76 b,0.213,0.008,0.894,284.1386,1.854,20.781,2228.0,F7,9.518,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
V-V1298-Tau,V1298 Tau e,0.213,0.008,1.01,321.00669,0.89,9.976,492.0,K1,10.115,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5959,Feinstein
V-V1298-Tau,V1298 Tau e,0.009,0.0,1.01,321.00669,0.89,9.976,492.0,K1,10.115,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
V-V1298-Tau,V1298 Tau e,0.462,0.161,1.01,321.00669,0.89,9.976,492.0,K1,10.115,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5959,Feinstein
V-V1298-Tau,V1298 Tau e,0.351,0.32,1.01,321.00669,0.89,9.976,492.0,K1,10.115,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
CD-38-1467,TOI-451 d,0.351,0.32,0.049,15.6,0.363,4.07,722.0,nan,10.939,Transit,NIRSPEC.BOTS+G395H,Skipped,GO,5959,Feinstein
CD-38-1467-copy,TOI-451 d,0.0,0.0,0.049,15.6,0.363,4.07,722.0,nan,10.939,Transit,NIRSPEC.BOTS+G395H,Archived,GO,5959,Feinstein
CD-38-1467-copy,TOI-451 d,0.0,0.0,0.049,15.6,0.363,4.07,722.0,nan,10.939,see_phase,NIRISS.SOSS,FlightReady,GO,5959,Feinstein
CD-38-1467-copy,TOI-451 d,0.0,0.0,0.049,15.6,0.363,4.07,722.0,nan,10.939,Transit,NIRSPEC.BOTS+G395H,FlightReady,GO,5959,Feinstein
CD-38-1467-copy,TOI-451 d,0.0,0.0,0.049,15.6,0.363,4.07,722.0,nan,10.939,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.0,0.0,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.0,0.0,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.295,0.069,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.295,0.069,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.0,0.0,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.0,0.0,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
TOI-849,TOI-849 b,0.0,0.0,0.13152,41.8,0.325,3.64,1932.0,G,11.981,Eclipse,NIRSPEC.BOTS+G395H,Implementation,GO,5967,Roy
TOI-849,TOI-849 b,0.0,0.0,0.13152,41.8,0.325,3.64,1932.0,G,11.981,Eclipse,NIRSPEC.BOTS+G395H,Implementation,GO,5967,Roy
TOI-849,TOI-849 b,0.0,0.0,0.13152,41.8,0.325,3.64,1932.0,G,11.981,Eclipse,NIRSPEC.BOTS+G395H,Implementation,GO,5967,Roy
TOI-700,TOI-700 d,0.0,0.0,0.00394,1.25,0.096,1.073,269.0,M2.5 V,13.151,Transit,NIRISS.SOSS,Implementation,GO,6193,Pass
TOI-700,TOI-700 d,0.0,0.0,0.00394,1.25,0.096,1.073,269.0,M2.5 V,13.151,Transit,NIRISS.SOSS,Implementation,GO,6193,Pass
HD-207496,-,-,-,-,-,-,-,-,-,-,Transit,NIRCAM.GRISMR+F322W2,Implementation,GO,6284,Coy
HD-207496,-,-,-,-,-,-,-,-,-,-,Transit,NIRCAM.GRISMR+F444W,Implementation,GO,6284,Coy
TRAPPIST-1,TRAPPIST-1 h,0.167,0.016,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,Archived,GO,6456,Allen
TRAPPIST-1,TRAPPIST-1 h,0.167,0.016,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,FlightReady,GO,6456,Allen
TRAPPIST-1,TRAPPIST-1 h,0.035,0.017,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,Archived,GO,6456,Allen
TRAPPIST-1,TRAPPIST-1 h,0.061,0.008,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,FlightReady,GO,6456,Allen
TRAPPIST-1,TRAPPIST-1 h,0.061,0.008,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,FlightReady,GO,6456,Allen
TRAPPIST-1,TRAPPIST-1 h,0.061,0.008,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,FlightReady,GO,6456,Allen
LP-791-18,-,-,-,-,-,-,-,-,-,-,Eclipse,MIRI.F1500W,FlightReady,GO,6457,Benneke
LP-791-18,-,-,-,-,-,-,-,-,-,-,Eclipse,MIRI.F1500W,FlightReady,GO,6457,Benneke
LP-791-18,-,-,-,-,-,-,-,-,-,-,Eclipse,MIRI.F1500W,FlightReady,GO,6457,Benneke
LP-791-18,-,-,-,-,-,-,-,-,-,-,Eclipse,MIRI.F1500W,FlightReady,GO,6457,Benneke
LP-791-18,-,-,-,-,-,-,-,-,-,-,Eclipse,MIRI.F1500W,FlightReady,GO,6457,Benneke
Kepler-167,Kepler-167 e,0.522,0.333,1.01,321.00669,0.906,10.16,134.0,K4,14.284,PhaseC,NIRSPEC.BOTS+PRISM,Archived,GO,6491,Cassese
LHS1140,-,-,-,-,-,-,-,-,-,-,Transit,NIRISS.SOSS,Archived,DD,6543,Cadieux
LHS-1140,LHS 1140 b,0.209,0.258,0.01762,5.6,0.154,1.73,226.0,M4.5 V,14.15,Transit,NIRISS.SOSS,Archived,DD,6543,Cadieux
HD-10647,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-10647,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-10647-PSF,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-107146,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-107146,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-107146-PSF,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-181327,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-181327,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-181327-PSF,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-61005,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-61005,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-61005-PSF,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-32297,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-32297,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
HD-32297-PSF,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F444W,Withdrawn,GTO,1183,Gaspar
V-AU-MIC,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
V-AU-MIC,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
HIP17695,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
HIP17695,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
G-7-34,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
G-7-34,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
TYC5899,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Skipped,GTO,1184,Schlieder
TYC5899,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Failed,GTO,1184,Schlieder
TYC5899,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
TYC5899,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
FOMALHAUT-C,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
FOMALHAUT-C,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
V-AP-COL,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
V-AP-COL,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
2MJ0944,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
2MJ0944,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
LP-944-20,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
LP-944-20,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
2MJ0443,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
2MJ0443,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GTO,1184,Schlieder
HD-19467,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F250M+F300M+F360M+F410M+F430M+F460M,Failed,GTO,1189,Roellig
HD-19467,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F250M+F300M+F360M+F410M+F430M+F460M,Archived,GTO,1189,Roellig
HD-19467,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F250M+F300M+F360M+F410M+F430M+F460M,Failed,GTO,1189,Roellig
HD-19467,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F250M+F300M+F360M+F410M+F430M+F460M,Archived,GTO,1189,Roellig
HD-19096,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F250M+F300M+F360M+F410M+F430M+F460M,Skipped,GTO,1189,Roellig
HD-19096,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F250M+F300M+F360M+F410M+F430M+F460M,Archived,GTO,1189,Roellig
FOMALHAUT-PSF-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1193,Beichman
FOMALHAUT-PSF-MIRI-CORON-BACK,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1193,Beichman
FOMALHAUT-PSF-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1193,Beichman
FOMALHAUT-PSF-MIRI-CORON-BACK,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1193,Beichman
FOMALHAUT-COPY-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1193,Beichman
FOMALHAUT-F2300C-BACK,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1193,Beichman
FOMALHAUT-COPY-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1193,Beichman
FOMALHAUT-F1550C-BACK,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1193,Beichman
FOMALHAUT-COPY-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1193,Beichman
FOMALHAUT-COPY-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1193,Beichman
FOMALHAUT,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F356W+F444W,Archived,GTO,1193,Beichman
FOMALHAUT,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F356W+F444W,Archived,GTO,1193,Beichman
FOMALHAUT,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F356W+F444W,Archived,GTO,1193,Beichman
FOMALHAUT,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F356W+F444W,Archived,GTO,1193,Beichman
FOMALHAUT-PSF-NIRCAM,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F356W+F444W,Archived,GTO,1193,Beichman
FOMALHAUT-PSF-NIRCAM,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F356W+F444W,Archived,GTO,1193,Beichman
VEGA-PSF-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1193,Beichman
VEGA-PSF-MIRI-CORON-BACK,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1193,Beichman
VEGA-PSF-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1193,Beichman
VEGA-PSF-MIRI-CORON-BACK,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1193,Beichman
VEGA-COPY-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1193,Beichman
VEGA-F2300C-BACK,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1193,Beichman
VEGA-COPY-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1193,Beichman
VEGA-F1550C-BACK,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1193,Beichman
VEGA-COPY-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1193,Beichman
VEGA-COPY-MIRI-CORON,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1193,Beichman
VEGA,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
VEGA,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
VEGA,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
VEGA,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
VEGA-PSF-NIRCAM,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
VEGA-PSF-NIRCAM,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
EPS-ERI,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
EPS-ERI,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
EPS-ERI,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
EPS-ERI,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
EPS-ERI,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
EPS-ERI-PSF-ALL,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
EPS-ERI-PSF-ALL,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
EPS-ERI,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
EPS-ERI,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
EPS-ERI-PSF-ALL,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,1193,Beichman
HR8799,HR 8799 b,0.0,0.0,7.0,2000.0,1.2,13.0,1200.0,A5 V,5.98,DI,NIRCAM.F356W+F444W,Archived,GTO,1194,Beichman
HR8799,HR 8799 b,0.0,0.0,7.0,2000.0,1.2,13.0,1200.0,A5 V,5.98,DI,NIRCAM.F250M+F300M+F335M+F410M+F430M+F460M,Archived,GTO,1194,Beichman
HD220657,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F356W+F444W,Archived,GTO,1194,Beichman
HD220657,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F250M+F300M+F335M+F410M+F430M+F460M,Archived,GTO,1194,Beichman
HR8799,HR 8799 b,0.0,0.0,7.0,2000.0,1.2,13.0,1200.0,A5 V,5.98,DI,NIRCAM.F250M+F300M+F335M+F410M+F430M+F460M,Archived,GTO,1194,Beichman
HR8799,HR 8799 b,0.0,0.0,7.0,2000.0,1.2,13.0,1200.0,A5 V,5.98,DI,NIRCAM.F356W+F444W,Archived,GTO,1194,Beichman
HR8799,HR 8799 b,0.0,0.0,7.0,2000.0,1.2,13.0,1200.0,A5 V,5.98,DI,MIRI.F1065C,Archived,GTO,1194,Beichman
HR8799,HR 8799 b,0.0,0.0,7.0,2000.0,1.2,13.0,1200.0,A5 V,5.98,DI,MIRI.F1140C,Archived,GTO,1194,Beichman
HR8799,HR 8799 b,0.0,0.0,7.0,2000.0,1.2,13.0,1200.0,A5 V,5.98,DI,MIRI.F1550C,Archived,GTO,1194,Beichman
HR8799-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1194,Beichman
HR8799-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1194,Beichman
HR8799-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1194,Beichman
HD-218261,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1194,Beichman
HD-218261,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1194,Beichman
HD-218261,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1194,Beichman
HD-218261-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1194,Beichman
HD-218261-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1194,Beichman
HD-218261-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1194,Beichman
HD-95086,HD 95086 b,0.0,0.0,5.0,1589.0,1.15,12.9,1000.0,A8 III,7.36,DI,NIRCAM.F356W+F444W,Withdrawn,GTO,1195,Beichman
HD-95086,HD 95086 b,0.0,0.0,5.0,1589.0,1.15,12.9,1000.0,A8 III,7.36,DI,NIRCAM.F356W+F444W,Withdrawn,GTO,1195,Beichman
HD-95752,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F356W+F444W,Withdrawn,GTO,1195,Beichman
51-ERI-BCKG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
51-ERI-BCKG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
51-ERI-BCKG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
51-ERI,51 Eri b,0.0,0.0,2.0,635.66,1.19,13.4,700.0,F0 IV,5.21149,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
51-ERI,51 Eri b,0.0,0.0,2.0,635.66,1.19,13.4,700.0,F0 IV,5.21149,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
51-ERI,51 Eri b,0.0,0.0,2.0,635.66,1.19,13.4,700.0,F0 IV,5.21149,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
REF-51-ERI--TYC-4739-392-1,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
REF-51-ERI--TYC-4739-392-1,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
REF-51-ERI--TYC-4739-392-1,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
REF-51-ERI--BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
