Target,Planet Name,TSM,ESM (5um),Mass (M_J),Mass (M_E),Radius (R_J),Radius (R_E),T_eq,Star SpT,Star Vmag,Event,Mode,Status,Category,Program,PI Name
REF-51-ERI--BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
REF-51-ERI--BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
KAPPA-AND-BCKG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
KAPPA-AND-BCKG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
KAPPA-AND-BCKG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
KAPPA-AND,kap And b,0.0,0.0,13.616,4327.36,1.1,12.3,1900.0,B9 IV,4.13791,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
KAPPA-AND,kap And b,0.0,0.0,13.616,4327.36,1.1,12.3,1900.0,B9 IV,4.13791,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
KAPPA-AND,kap And b,0.0,0.0,13.616,4327.36,1.1,12.3,1900.0,B9 IV,4.13791,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
REF-KAPPA-AND--HD-222389,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
REF-KAPPA-AND--HD-222389,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
REF-KAPPA-AND--HD-222389,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
REF-KAPPA-AND--BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
REF-KAPPA-AND--BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
REF-KAPPA-AND--BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
BETA-PIC-BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
BETA-PIC-BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
BETA-PIC,bet Pic b,0.0,0.0,11.729,3727.80939,1.65,18.495,1612.0,A5V,3.85,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
BETA-PIC,bet Pic b,0.0,0.0,11.729,3727.80939,1.65,18.495,1612.0,A5V,3.85,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
REF2-BETA-PIC--CD-45-2093,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
REF2-BETA-PIC--CD-45-2093,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
REF2-BETA-PIC--BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
REF2-BETA-PIC--BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
HR-2562-BKGRD,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
HR-2562-BKGRD,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
HR-2562-BKGRD,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
HR-2562,HR 2562 b,0.0,0.0,30.0,9534.9,1.11,12.442,1200.0,F5 V,6.11,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
HR-2562,HR 2562 b,0.0,0.0,30.0,9534.9,1.11,12.442,1200.0,F5 V,6.11,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
HR-2562,HR 2562 b,0.0,0.0,30.0,9534.9,1.11,12.442,1200.0,F5 V,6.11,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
REF-HR-2562--HD-49518,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
REF-HR-2562--HD-49518,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
REF-HR-2562--HD-49518,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
REF-HR-2562--BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1241,Ressler
REF-HR-2562--BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1241,Ressler
REF-HR-2562--BCKGR,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1241,Ressler
HD-95086,HD 95086 b,0.0,0.0,5.0,1589.0,1.15,12.9,1000.0,A8 III,7.36,DI,MIRI.F1065C,Archived,GTO,1277,Lagage
HD-95086,HD 95086 b,0.0,0.0,5.0,1589.0,1.15,12.9,1000.0,A8 III,7.36,DI,MIRI.F1140C,Archived,GTO,1277,Lagage
HD-95086,HD 95086 b,0.0,0.0,5.0,1589.0,1.15,12.9,1000.0,A8 III,7.36,DI,MIRI.F2300C,Archived,GTO,1277,Lagage
HD-95086-BACKGOUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1277,Lagage
HD-95086-BACKGOUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1277,Lagage
HD-95086-BACKGOUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1277,Lagage
HD-310459,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1277,Lagage
HD-310459,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1277,Lagage
HD-310459,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1277,Lagage
HD-310459-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1277,Lagage
HD-310459-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1277,Lagage
HD-310459-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1277,Lagage
GJ-504,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1277,Lagage
GJ-504,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1277,Lagage
GJ-504,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1277,Lagage
GJ-504-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1277,Lagage
GJ-504-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1277,Lagage
GJ-504-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1277,Lagage
HD-106906,HD 106906 b,0.0,0.0,11.0,3496.0,1.11,12.4,1800.0,F5 V,7.8,DI,MIRI.F1140C,Archived,GTO,1277,Lagage
HD-106906,HD 106906 b,0.0,0.0,11.0,3496.0,1.11,12.4,1800.0,F5 V,7.8,DI,MIRI.F1550C,Archived,GTO,1277,Lagage
HD-106906-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1277,Lagage
HD-106906-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1277,Lagage
V-TW-HYA.CORO,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Skipped,GTO,1282,Henning
V-TW-HYA.CORO,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1282,Henning
V-TW-HYA.CORO,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Skipped,GTO,1282,Henning
V-TW-HYA.CORO,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1282,Henning
V-TW-HYA.CORO,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Skipped,GTO,1282,Henning
V-TW-HYA.CORO,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1282,Henning
V-TW-HYA.CORO,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Skipped,GTO,1282,Henning
V-TW-HYA.CORO,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1282,Henning
TW-HYA.BG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Skipped,GTO,1282,Henning
TW-HYA.BG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1282,Henning
TW-HYA.BG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Skipped,GTO,1282,Henning
TW-HYA.BG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1282,Henning
6-26-CRT_PSF.CORO,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Skipped,GTO,1282,Henning
6-26-CRT_PSF.CORO,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1282,Henning
6-26_CRT_REF.BG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Skipped,GTO,1282,Henning
6-26_CRT_REF.BG,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1282,Henning
HIP-68245,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F250M+F300M+F410M+F356W+F444W,Archived,ERS,1386,Hinkley
HIP-65426,HIP 65426 b,0.0,0.0,9.0,2860.47,1.5,16.814,1500.0,A2 V,7.01,DI,NIRCAM.F250M+F300M+F410M+F356W+F444W,Archived,ERS,1386,Hinkley
HIP-65426,HIP 65426 b,0.0,0.0,9.0,2860.47,1.5,16.814,1500.0,A2 V,7.01,DI,NIRCAM.F250M+F300M+F410M+F356W+F444W,Archived,ERS,1386,Hinkley
HIP-65426,HIP 65426 b,0.0,0.0,9.0,2860.47,1.5,16.814,1500.0,A2 V,7.01,DI,MIRI.F1140C,Archived,ERS,1386,Hinkley
HIP-65426,HIP 65426 b,0.0,0.0,9.0,2860.47,1.5,16.814,1500.0,A2 V,7.01,DI,MIRI.F1140C,Archived,ERS,1386,Hinkley
HIP-68245,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,ERS,1386,Hinkley
HIP-68245,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,ERS,1386,Hinkley
HIP-65426,HIP 65426 b,0.0,0.0,9.0,2860.47,1.5,16.814,1500.0,A2 V,7.01,DI,MIRI.F1550C,Archived,ERS,1386,Hinkley
HIP-65426,HIP 65426 b,0.0,0.0,9.0,2860.47,1.5,16.814,1500.0,A2 V,7.01,DI,MIRI.F1550C,Archived,ERS,1386,Hinkley
HIP-65426-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,ERS,1386,Hinkley
HIP-65426-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,ERS,1386,Hinkley
HIP-65426-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,ERS,1386,Hinkley
HIP-65426-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,ERS,1386,Hinkley
HD-140986,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F360M,Skipped,ERS,1386,Hinkley
HD-141569A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F360M,Failed,ERS,1386,Hinkley
HD-141569A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F360M,Skipped,ERS,1386,Hinkley
HD-140986,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F360M,Skipped,ERS,1386,Hinkley
HD-141569A,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,ERS,1386,Hinkley
HD-141569A,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,ERS,1386,Hinkley
HD-140986,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,ERS,1386,Hinkley
HD-141569A,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,ERS,1386,Hinkley
HD-141569A,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,ERS,1386,Hinkley
HD-140986,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,ERS,1386,Hinkley
HD-141569A,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,ERS,1386,Hinkley
HD-141569A,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,ERS,1386,Hinkley
HD-140986,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,ERS,1386,Hinkley
HD-141569A-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,ERS,1386,Hinkley
HD-141569A-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,ERS,1386,Hinkley
HD-141569A-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,ERS,1386,Hinkley
HD-141569A-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,ERS,1386,Hinkley
HD-141569A-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,ERS,1386,Hinkley
HD-141569A-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,ERS,1386,Hinkley
HD-140986,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F360M,Archived,ERS,1386,Hinkley
HD-141569A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F360M,Archived,ERS,1386,Hinkley
HD-141569A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F360M,Archived,ERS,1386,Hinkley
HD-140986,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F300M+F360M,Archived,ERS,1386,Hinkley
BETA-PIC-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1411,Stark
BETA-PIC-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1411,Stark
BETA-PIC,bet Pic b,0.0,0.0,11.729,3727.80939,1.65,18.495,1612.0,A5V,3.85,DI,MIRI.F2300C,Archived,GTO,1411,Stark
BETA-PIC,bet Pic b,-1.0,-1.0,11.729,3727.80939,1.65,18.495,1612.0,A5V,3.85,DI,MIRI.F1550C,Archived,GTO,1411,Stark
BETA-PIC,bet Pic b,-1.0,-1.0,11.729,3727.80939,1.65,18.495,1612.0,A5V,3.85,DI,MIRI.F1550C,Archived,GTO,1411,Stark
BETA-PIC,bet Pic b,-1.0,-1.0,11.729,3727.80939,1.65,18.495,1612.0,A5V,3.85,DI,MIRI.F2300C,Archived,GTO,1411,Stark
ALPHA-PIC,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1411,Stark
ALPHA-PIC,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1411,Stark
ALPHA-PIC-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1411,Stark
ALPHA-PIC-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F2300C,Archived,GTO,1411,Stark
ALPHA-PIC,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F250M+F300M+F335M+F444W,Skipped,GTO,1411,Stark
ALPHA-PIC,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.N/A,Failed,GTO,1411,Stark
BETA-PIC,bet Pic b,0.0,0.0,11.729,3727.80939,1.65,18.495,1612.0,A5V,3.85,DI,NIRCAM.N/A,Archived,GTO,1411,Stark
BETA-PIC,bet Pic b,0.0,0.0,11.729,3727.80939,1.65,18.495,1612.0,A5V,3.85,DI,NIRCAM.N/A,Archived,GTO,1411,Stark
BETA-PIC,bet Pic b,0.0,0.0,11.729,3727.80939,1.65,18.495,1612.0,A5V,3.85,DI,NIRCAM.F250M+F300M+F335M+F444W,Archived,GTO,1411,Stark
BETA-PIC,bet Pic b,0.0,0.0,11.729,3727.80939,1.65,18.495,1612.0,A5V,3.85,DI,NIRCAM.F250M+F300M+F335M+F444W,Archived,GTO,1411,Stark
ALPHA-PIC,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F250M+F300M+F335M+F444W,Archived,GTO,1411,Stark
ALPHA-PIC,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.N/A,Archived,GTO,1411,Stark
51-ERI,51 Eri b,0.0,0.0,2.0,635.66,1.19,13.4,700.0,F0 IV,5.21149,DI,NIRCAM.F356W+F444W,Archived,GTO,1412,Perrin
51-ERI,51 Eri b,0.0,0.0,2.0,635.66,1.19,13.4,700.0,F0 IV,5.21149,DI,NIRCAM.F335M+F410M+F430M+F460M,Failed,GTO,1412,Perrin
HD-30562,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F356W+F444W,Archived,GTO,1412,Perrin
HD-30562,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F410M+F430M+F460M,Failed,GTO,1412,Perrin
51-ERI,51 Eri b,0.0,0.0,2.0,635.66,1.19,13.4,700.0,F0 IV,5.21149,DI,NIRCAM.F335M+F410M+F430M+F460M,Failed,GTO,1412,Perrin
51-ERI,51 Eri b,0.0,0.0,2.0,635.66,1.19,13.4,700.0,F0 IV,5.21149,DI,NIRCAM.F356W+F444W,Archived,GTO,1412,Perrin
51-ERI,51 Eri b,0.0,0.0,2.0,635.66,1.19,13.4,700.0,F0 IV,5.21149,DI,NIRCAM.F335M+F410M+F430M+F460M,Archived,GTO,1412,Perrin
HD-30562,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F410M+F430M+F460M,Archived,GTO,1412,Perrin
51-ERI,51 Eri b,-1.0,-1.0,2.0,635.66,1.19,13.4,700.0,F0 IV,5.21149,DI,NIRCAM.F335M+F410M+F430M+F460M,Archived,GTO,1412,Perrin
GJ-758,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Failed,GTO,1413,Pueyo
GJ-758-revised,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1413,Pueyo
GJ-758,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Failed,GTO,1413,Pueyo
GJ-758-revised,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1413,Pueyo
GJ-758,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Failed,GTO,1413,Pueyo
GJ-758-revised,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1413,Pueyo
GJ-758-Background,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1413,Pueyo
GJ-758-Background,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1413,Pueyo
GJ-758-Background,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1413,Pueyo
HD-190360,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1413,Pueyo
HD-190360,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1413,Pueyo
HD-190360,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1413,Pueyo
HD-190360-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1413,Pueyo
HD-190360-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1413,Pueyo
HD-190360-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1413,Pueyo
GJ-758,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Failed,GTO,1413,Pueyo
GJ-758-revised,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1065C,Archived,GTO,1413,Pueyo
GJ-758,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Failed,GTO,1413,Pueyo
GJ-758-revised,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GTO,1413,Pueyo
GJ-758,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Failed,GTO,1413,Pueyo
GJ-758-revised,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GTO,1413,Pueyo
49-CET,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,1563,Chen
49-CET,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,1563,Chen
RHO-CET-PSF-CALIBRATOR,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,1563,Chen
EPS-MUS-OFFSET4ARCSEC-BIN,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Failed,GO,1618,Beichman
EPS-MUS-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Failed,GO,1618,Beichman
ALPHACENOFFSET-5ARCSECBIN,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Failed,GO,1618,Beichman
ALF-CEN-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Failed,GO,1618,Beichman
ALPHACENOFFSET-5ARCSECBIN,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Failed,GO,1618,Beichman
ALF-CEN-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Failed,GO,1618,Beichman
EPS-MUS-OFFSET4ARCSEC-BIN,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Failed,GO,1618,Beichman
EPS-MUS-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Failed,GO,1618,Beichman
NEW-EPS-MUS-OFFSET4ARCSEC-BIN,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
NEW-EPS-MUS-BACKGROUND1,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
AlphaCen-Offset-StarG0,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Skipped,GO,1618,Beichman
Final_Acen_Bkgnd1,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
AlphaCen-Offset-StarG0,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
Final_Acen_Bkgnd2,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
NEW-EPS-MUS-OFFSET4ARCSEC-BIN,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
NEW-EPS-MUS-BACKGROUND1,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
NEW-EPS-MUS-OFFSET4ARCSEC-BIN,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
NEW-EPS-MUS-OFFSET4ARCSEC-BIN,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
NEW-EPS-MUS-BACKGROUND1,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
Acen-Ofset--Star-G3,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
Final_Acen_Bkgnd1,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1550C,Archived,GO,1618,Beichman
BKG-HD107146,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
HD107146,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
HD107146,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
PSF-HD107146,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
BKG-PSF-HD107146,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
BKG-HD92945,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
HD92945,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
HD92945,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
PSF-HD92945,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
BKG-PSF-HD92945,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
BKG-HD206893,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
HD206893,HD 206893 b,0.0,0.0,28.0,8899.1954,1.25,14.011,1429.0,F5 V,6.68804,DI,MIRI.F1140C,Archived,GO,1668,Marino
HD206893,HD 206893 b,0.0,0.0,28.0,8899.1954,1.25,14.011,1429.0,F5 V,6.68804,DI,MIRI.F1140C,Archived,GO,1668,Marino
PSF-HD206893,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,1668,Marino
